fold,organism_tid,row_id,actual,prediction
1,103095,CHEMBL513909,5.0,5.040054371825674
1,103095,CHEMBL535,6.387,5.963739166666669
1,103095,CHEMBL1230020,5.0,5.04245216519797
1,103095,CHEMBL1908392,5.0,5.430069935897437
1,103095,CHEMBL300138,5.0,5.01182475
1,103095,CHEMBL1336,5.0,5.016557999860309
1,103095,CHEMBL230011,5.0,5.202503766290728
1,103095,CHEMBL494089,5.0,5.414500060344828
1,30048,CHEMBL509032,6.237,5.993079156637487
1,30048,CHEMBL525191,5.0,5.0000625789910735
1,30048,CHEMBL1173655,5.0,5.002636579944514
1,30048,CHEMBL1908391,5.0,5.003494409937888
1,30048,CHEMBL440084,5.0,5.000937970793771
1,30048,CHEMBL288441,5.0,5.000118401448226
1,30048,CHEMBL119385,5.0,5.019226002539803
1,30048,CHEMBL215152,5.0,5.018513788138494
1,101465,CHEMBL1908392,6.377,5.701675320512821
1,101465,CHEMBL572881,5.0,5.022933511530756
1,101465,CHEMBL278041,5.0,5.3279109770114905
1,101465,CHEMBL101253,5.0,5.011242114705357
1,101465,CHEMBL386051,5.0,5.015578243683727
1,101465,CHEMBL261849,5.0,5.016522412370253
1,101465,CHEMBL522892,5.77,5.796692348761406
1,101465,CHEMBL1236107,5.0,5.006126812766692
1,101602,CHEMBL574738,5.523,5.68194966666666
1,101602,CHEMBL939,5.0,5.000089201373085
1,101602,CHEMBL191003,5.0,5.027676780629539
1,101602,CHEMBL1721885,6.367,5.952802000000005
1,101602,CHEMBL2309609,5.658,5.759309416666665
1,101602,CHEMBL31965,5.0,5.000071319599686
1,101602,CHEMBL249697,5.0,5.067494629757357
1,101602,CHEMBL521851,5.0,5.060544695652173
2,103095,CHEMBL522892,6.18,5.314720117755932
2,103095,CHEMBL428690,5.0,5.000156763418762
2,103095,CHEMBL1236107,5.0,5.00101596256763
2,103095,CHEMBL1908393,5.0,5.028694967394991
2,103095,CHEMBL162,7.252,7.126981499999999
2,103095,CHEMBL180022,5.0,5.02731490406329
2,103095,CHEMBL249697,5.0,5.005383740849671
2,103095,CHEMBL521851,5.0,5.000079675535935
2,30048,CHEMBL491473,5.0,5.00015652299734
2,30048,CHEMBL445813,5.0,5.010516846966962
2,30048,CHEMBL1230020,5.0,5.005245223885427
2,30048,CHEMBL1908392,5.0,5.515606791801107
2,30048,CHEMBL7064,5.638,5.104489451290743
2,30048,CHEMBL296468,5.0,5.004602381272287
2,30048,CHEMBL124660,5.0,5.000136345568869
2,30048,CHEMBL221959,5.0,5.000207736391502
2,101465,CHEMBL1908393,5.0,5.026075251675927
2,101465,CHEMBL574738,6.328,5.323047200996683
2,101465,CHEMBL24828,5.0,5.005588572897373
2,101465,CHEMBL103667,5.0,5.047322600081699
2,101465,CHEMBL384304,5.0,5.003562663521549
2,101465,CHEMBL572878,5.26,5.074707198569053
2,101465,CHEMBL464552,5.0,5.021122728324916
2,101465,CHEMBL1240703,5.0,5.227919999999999
2,101602,CHEMBL558752,5.0,5.021967457197922
2,101602,CHEMBL941,5.0,5.030723810139098
2,101602,CHEMBL377300,5.0,5.07206748366013
2,101602,CHEMBL1789941,5.0,5.024683036739948
2,101602,CHEMBL10,5.0,5.100690333036244
2,101602,CHEMBL288441,5.0,5.013020679415655
2,101602,CHEMBL255863,5.0,5.037172900553041
3,103095,CHEMBL464552,5.0,5.004842564285715
3,103095,CHEMBL553,5.0,5.007445838095238
3,103095,CHEMBL1240703,5.0,5.021999727564102
3,103095,CHEMBL1908394,5.0,5.0207706
3,103095,CHEMBL939,5.0,5.000352275842274
3,103095,CHEMBL377300,5.0,5.021366071428571
3,103095,CHEMBL255863,5.0,5.000040982142856
3,103095,CHEMBL477772,5.0,5.00737125
3,30048,CHEMBL475251,5.0,5.090734210235341
3,30048,CHEMBL572881,5.0,5.000065040514704
3,30048,CHEMBL1236107,5.0,5.000874058188697
3,30048,CHEMBL1908393,5.0,5.027199140068202
3,30048,CHEMBL535,5.824,6.142884333333331
3,30048,CHEMBL300138,5.0,5.012927545093459
3,30048,CHEMBL1336,5.0,5.027616720734485
3,30048,CHEMBL223360,5.0,5.192319166666664
3,101465,CHEMBL1908394,5.0,5.0235481
3,101465,CHEMBL558752,5.0,5.012108945093458
3,101465,CHEMBL31965,5.0,5.010789100890559
