rep,fold,row_id,actual,prediction
1,CHEMBL230011,5.0,5.0299700000000005
1,CHEMBL249697,5.0,5.05414
1,CHEMBL255863,5.0,5.11732
1,CHEMBL259084,5.0,5.06107
1,CHEMBL261849,5.0,5.01293
1,CHEMBL572878,5.081,5.02436
1,CHEMBL450786,5.0,5.318650000000003
1,CHEMBL509032,6.237,5.05502
2,CHEMBL491473,5.0,5.036417015915119
2,CHEMBL475251,5.0,5.138553028846153
2,CHEMBL494089,5.0,5.09816189091512
2,CHEMBL521851,5.0,5.173752806034483
2,CHEMBL477772,5.0,5.102064875
2,CHEMBL513909,5.0,5.104021875
2,CHEMBL522892,5.0,5.139005931034484
2,CHEMBL464552,5.0,5.226835000000001
3,CHEMBL483321,5.0,5.097621467391305
3,CHEMBL525191,5.0,5.055722533180779
3,CHEMBL445813,5.0,5.167523478403455
3,CHEMBL572881,5.0,5.0647886957947605
3,CHEMBL574738,5.339,5.046150728403456
3,CHEMBL558752,5.0,5.038431217391305
3,CHEMBL573339,5.0,5.0800267998320265
3,CHEMBL576982,5.0,5.062645558576715
4,CHEMBL608154,5.0,5.050135515949987
4,CHEMBL601719,5.0,5.135845173622609
4,CHEMBL607707,5.255,5.094011119022003
4,CHEMBL1173655,5.0,5.019302109106481
4,CHEMBL1230020,5.0,5.115513281730718
4,CHEMBL1236107,5.0,5.039644444521415
4,CHEMBL1240703,5.0,5.623620000000001
4,CHEMBL1241674,5.0,5.093373281730718
5,CHEMBL1287853,5.0,5.200297858695652
5,CHEMBL1289926,5.0,5.1406078586956525
5,CHEMBL1614701,5.0,5.064147311257322
5,CHEMBL1721885,5.699,5.405847000000003
5,CHEMBL1789941,5.0,5.047642702561671
5,CHEMBL1908391,5.0,5.1241276086956535
5,CHEMBL1908392,5.0,5.089873323529412
5,CHEMBL1908393,5.0,5.058277358695653
6,CHEMBL1908394,5.0,5.052312660738714
6,CHEMBL1908395,5.0,5.136379894781268
6,CHEMBL1908396,5.0,5.016631616825
6,CHEMBL1908397,5.959,5.09503097511377
6,CHEMBL2309006,6.432,6.204128837209302
6,CHEMBL2309609,5.0,6.213698837209302
6,CHEMBL10,5.0,5.023432032685736
6,CHEMBL440084,5.0,5.057290962856112
7,CHEMBL7064,5.638,5.099889753167421
7,CHEMBL535,5.824,5.3739261323529455
7,CHEMBL14762,5.0,5.073347738461539
7,CHEMBL428690,5.0,5.088657988461538
7,CHEMBL553,5.0,5.03288362081448
7,CHEMBL554,5.0,5.027389503167421
7,CHEMBL278041,5.0,5.00714012081448
7,CHEMBL24828,5.0,5.086154983936653
8,CHEMBL31965,5.0,5.05305
8,CHEMBL288441,5.0,5.101080000000001
8,CHEMBL296468,5.0,5.065729999999999
8,CHEMBL300138,5.0,5.07343
8,CHEMBL162,7.334,5.516510000000002
8,CHEMBL939,5.0,5.01589
8,CHEMBL941,5.0,5.04019
8,CHEMBL91829,5.0,5.134780000000002
9,CHEMBL101253,5.0,5.057711945358789
9,CHEMBL103667,5.0,5.142082415742063
9,CHEMBL105442,5.0,5.101618316326531
9,CHEMBL119385,5.0,5.090896129032257
9,CHEMBL124660,5.0,5.05611420145635
9,CHEMBL1336,5.0,5.068069030612245
9,CHEMBL180022,5.0,5.1254224157420625
9,CHEMBL191003,5.0,5.024751701456349
10,CHEMBL377300,5.0,5.082299830335182
10,CHEMBL379218,5.0,5.168443693971545
10,CHEMBL386051,5.0,5.116183450069107
10,CHEMBL384304,5.0,5.045317085579937
10,CHEMBL1421,5.0,5.056552296222954
10,CHEMBL215152,5.0,5.03031109712793
10,CHEMBL221959,5.0,5.033051795523652
10,CHEMBL223360,5.0,5.065543887132042
