fold,organism_tid,row_id,actual,prediction
1,103095,CHEMBL513909,5.0,5.199830375145183
1,103095,CHEMBL558752,5.0,5.119615420902721
1,103095,CHEMBL574738,6.367,5.033554656891211
1,103095,CHEMBL2309006,5.0,5.143864949507388
1,103095,CHEMBL180022,5.0,5.973576534798537
1,103095,CHEMBL1614701,5.0,5.32499675889868
1,103095,CHEMBL255863,5.0,5.03496672685269
1,103095,CHEMBL576982,5.0,5.086074289215687
1,30048,CHEMBL553,5.699,5.042073032685648
1,30048,CHEMBL558752,5.0,5.08079566480516
1,30048,CHEMBL288441,5.0,5.053881153846154
1,30048,CHEMBL521851,5.658,5.000056020865768
1,30048,CHEMBL475251,5.0,5.019345764705882
1,30048,CHEMBL576982,5.0,5.059655955882352
1,30048,CHEMBL509032,5.0,5.009602272727272
1,30048,CHEMBL1908395,5.0,5.056850000000001
1,101602,CHEMBL1230020,5.0,5.008746249999999
1,101602,CHEMBL608154,5.0,5.4224465674603195
1,101602,CHEMBL525191,5.0,5.001357091269842
1,101602,CHEMBL494089,5.0,5.0010998267308535
1,101602,CHEMBL1908395,5.0,5.0358945833333335
1,101602,CHEMBL31965,5.0,5.04474555207802
1,101602,CHEMBL1336,5.0,5.225833653846151
1,101602,CHEMBL554,5.255,5.370777757936505
1,101465,CHEMBL255863,5.77,5.091702685040844
1,101465,CHEMBL215152,5.0,5.000056321667908
1,101465,CHEMBL535,5.0,5.000027647058822
1,101465,CHEMBL1908393,5.0,5.002188272642391
1,101465,CHEMBL1240703,5.0,5.115737805788979
1,101465,CHEMBL249697,5.0,5.013429073768747
1,101465,CHEMBL572878,5.0,5.02777653557165
1,101465,CHEMBL445813,5.0,5.000054556962025
2,103095,CHEMBL377300,6.194,5.016490319148937
2,103095,CHEMBL300138,5.0,5.042665956423317
2,103095,CHEMBL494089,5.0,5.007723027510124
2,103095,CHEMBL1289926,5.0,5.256956263440856
2,103095,CHEMBL572878,5.0,5.000057596659062
2,103095,CHEMBL428690,5.081,5.1660345746532865
2,103095,CHEMBL384304,5.0,5.023388553825914
2,103095,CHEMBL522892,5.0,5.015732933723197
2,30048,CHEMBL1908393,5.0,5.025923346659061
2,30048,CHEMBL180022,7.523,5.128231809523811
2,30048,CHEMBL522892,6.357,5.014271267056531
2,30048,CHEMBL119385,5.0,5.048250610843459
2,30048,CHEMBL445813,5.0,5.025887596659062
2,30048,CHEMBL103667,5.0,5.025580430107528
2,30048,CHEMBL255863,5.0,5.259759264069262
2,30048,CHEMBL221959,6.854,5.039507415923129
2,101602,CHEMBL261849,5.0,6.297279130952378
2,101602,CHEMBL300138,5.0,5.013452623089984
2,101602,CHEMBL1908392,5.027,5.421712083333332
2,101602,CHEMBL24828,5.0,5.01975
2,101602,CHEMBL521851,5.0,5.220692907407409
2,101602,CHEMBL1721885,5.301,5.231136630952381
2,101602,CHEMBL535,5.0,5.00620425
