fold,organism_tid,row_id,actual,prediction
1,103095,CHEMBL513909,5.0,5.035619427025527
1,103095,CHEMBL1236107,5.0,6.366241428571433
1,103095,CHEMBL939,5.0,5.000190902835246
1,103095,CHEMBL259084,5.0,5.731286307277627
1,103095,CHEMBL1289926,5.0,5.4869211554621815
1,103095,CHEMBL1421,5.0,5.055537457983192
1,103095,CHEMBL601719,5.0,5.42541529761905
1,103095,CHEMBL124660,5.0,5.0000122727272736
1,30048,CHEMBL494089,5.0,5.042566785714284
1,30048,CHEMBL1908391,5.0,5.055780356359649
1,30048,CHEMBL191003,5.0,5.451415428571421
1,30048,CHEMBL573339,5.0,5.733554845238093
1,30048,CHEMBL513909,5.0,5.04269276035886
1,30048,CHEMBL1614701,5.959,5.016499981351981
1,30048,CHEMBL24828,5.0,5.384924754761906
1,30048,CHEMBL31965,5.0,5.001523652835246
1,101602,CHEMBL1240703,5.0,5.83166305727763
1,101602,CHEMBL535,5.0,5.000196045933556
1,101602,CHEMBL553,5.0,5.087460209943976
1,101602,CHEMBL379218,5.0,5.635871306349201
1,101602,CHEMBL221959,5.0,5.756850214285713
1,101602,CHEMBL249697,5.0,5.01677500630252
1,101602,CHEMBL608154,5.0,5.034236282816772
1,101602,CHEMBL230011,5.0,5.041333535714286
1,101465,CHEMBL607707,5.081,5.048942833849806
1,101465,CHEMBL2309006,5.638,5.10010184920635
1,101465,CHEMBL1336,5.0,5.005361064442033
1,101465,CHEMBL477772,5.0,5.007313079419364
1,101465,CHEMBL101253,5.0,5.000111203242835
1,101465,CHEMBL572878,5.0,5.004993070609461
1,101465,CHEMBL259084,5.0,5.706111557277627
1,101465,CHEMBL24828,6.387,5.347874754761907
2,103095,CHEMBL535,5.0,5.102806276595746
2,103095,CHEMBL1908393,5.0,5.006631
2,103095,CHEMBL377300,5.0,5.013425585726829
2,103095,CHEMBL445813,5.0,5.0044798914105595
2,103095,CHEMBL1908397,5.0,5.301315857142855
2,103095,CHEMBL450786,5.0,5.140384370199694
2,103095,CHEMBL1789941,6.367,5.451733843651774
2,103095,CHEMBL223360,5.0,5.0489531742694576
2,30048,CHEMBL574738,6.208,5.007835560529047
2,30048,CHEMBL440084,5.0,5.0745681356238705
2,30048,CHEMBL119385,5.0,5.275213043069455
