fold,organism_tid,row_id,actual,prediction
1,103095,CHEMBL513909,5.0,5.206055982539681
1,103095,CHEMBL535,5.0,5.9912003333333335
1,103095,CHEMBL1230020,5.0,5.048601659255325
1,103095,CHEMBL1908392,5.0,5.026423620689655
1,103095,CHEMBL300138,5.0,5.212423095238095
1,103095,CHEMBL1336,5.0,5.02225868262804
1,103095,CHEMBL230011,7.252,5.2159934454685155
1,103095,CHEMBL494089,5.0,5.919259969278037
1,30048,CHEMBL509032,5.0,5.018462582098293
1,30048,CHEMBL525191,5.0,5.718475714285713
1,30048,CHEMBL1173655,5.0,5.2682763846153815
1,30048,CHEMBL1908391,5.0,5.048399279413328
1,30048,CHEMBL440084,5.0,5.0151605759208016
1,30048,CHEMBL288441,5.0,5.027241178137054
1,30048,CHEMBL119385,5.339,5.017520982800983
1,30048,CHEMBL215152,5.0,5.630868405797099
1,101465,CHEMBL1908392,5.0,5.0489736206896545
1,101465,CHEMBL572881,5.0,5.000168148756279
1,101465,CHEMBL278041,6.367,5.036181066458412
1,101465,CHEMBL101253,5.0,5.0155338149530495
1,101465,CHEMBL386051,5.0,5.010988771398876
1,101465,CHEMBL261849,5.0,5.152666797619048
1,101465,CHEMBL522892,5.26,5.006980548654244
1,101465,CHEMBL1236107,5.0,5.016701426090566
1,101602,CHEMBL574738,5.0,5.4578671643625185
1,101602,CHEMBL939,5.0,5.00488972509801
1,101602,CHEMBL191003,5.0,5.01766325020662
1,101602,CHEMBL1721885,5.097,5.562702903796655
1,101602,CHEMBL2309609,5.0,5.390010804112551
1,101602,CHEMBL31965,5.0,5.008026187050036
1,101602,CHEMBL249697,5.0,5.006158967274132
1,101602,CHEMBL521851,5.0,5.00005338474578
2,103095,CHEMBL522892,5.0,5.126956660282953
2,103095,CHEMBL428690,5.0,5.000060801353136
2,103095,CHEMBL1236107,5.0,5.03946144062646
2,103095,CHEMBL1908393,5.0,5.06020415384615
2,103095,CHEMBL162,5.0,5.022630451780413
2,103095,CHEMBL180022,5.0,6.061612785714284
2,103095,CHEMBL249697,5.0,5.029207826626077
2,103095,CHEMBL521851,5.0,5.01201794117647
2,30048,CHEMBL491473,6.328,5.165146874999998
2,30048,CHEMBL445813,6.237,5.2983244274214165
2,30048,CHEMBL1230020,5.0,5.041714999999999
2,30048,CHEMBL1908392,5.0,5.000117332667333
2,30048,CHEMBL7064,5.0,5.2211279933742745
2,30048,CHEMBL296468,5.0,5.040870504804559
2,30048,CHEMBL124660,5.0,5.0180153571428585
2,30048,CHEMBL221959,5.0,5.343802499999997
2,101465,CHEMBL1908393,5.0,5.06824115384615
2,101465,CHEMBL574738,5.0,5.372706677579368
2,101465,CHEMBL24828,5.0,5.014203884615385
2,101465,CHEMBL103667,5.0,5.053627987179488
2,101465,CHEMBL384304,5.0,5.00723241902834
2,101465,CHEMBL572878,5.0,5.844525277777774
2,101465,CHEMBL464552,5.0,5.035484135047003
2,101465,CHEMBL1240703,5.0,5.3650414999999985
2,101602,CHEMBL558752,5.0,5.010191101678314
2,101602,CHEMBL941,5.0,5.0240190471820005
2,101602,CHEMBL377300,5.0,5.000082205955335
2,101602,CHEMBL1789941,6.194,5.019808978260872
2,101602,CHEMBL10,5.0,5.011729500988142
2,101602,CHEMBL288441,5.0,5.009675604556734
2,101602,CHEMBL255863,5.0,5.00061463107629
3,103095,CHEMBL464552,5.0,5.049436283299527
3,103095,CHEMBL553,5.0,5.506135932900434
3,103095,CHEMBL1240703,5.0,5.2766802023809545
3,103095,CHEMBL1908394,6.208,5.175758034055727
3,103095,CHEMBL939,5.0,5.000972303571428
3,103095,CHEMBL377300,5.0,5.073044210526316
3,103095,CHEMBL255863,5.0,5.00776269755584
3,103095,CHEMBL477772,5.0,5.058314513591672
3,30048,CHEMBL475251,5.255,5.007310997439721
3,30048,CHEMBL572881,5.0,5.030723353058232
3,30048,CHEMBL1236107,5.0,5.065729000000001
3,30048,CHEMBL1908393,5.0,5.098665428571429
3,30048,CHEMBL535,5.638,5.656646629032257
3,30048,CHEMBL300138,5.0,5.286711737322513
3,30048,CHEMBL1336,5.0,5.074931685682506
3,30048,CHEMBL223360,5.0,5.020224183267745
3,101465,CHEMBL1908394,5.0,5.172681367389063
3,101465,CHEMBL558752,5.0,5.000068244360902
3,101465,CHEMBL31965,5.0,5.0000323035714285
3,101465,CHEMBL105442,6.409,5.117010621148458
3,101465,CHEMBL1421,5.0,5.273614109440266
3,101465,CHEMBL450786,5.0,5.035885494047618
3,101465,CHEMBL483321,5.0,5.5412472931034475
3,101602,CHEMBL477772,5.0,5.0372313469250045
3,101602,CHEMBL573339,5.0,5.188206136363633
3,101602,CHEMBL91829,5.0,5.00549235860812
3,101602,CHEMBL1173655,5.796,5.0194516
3,101602,CHEMBL1908391,5.0,5.00016333443212
3,101602,CHEMBL440084,5.0,5.058488526315788
3,101602,CHEMBL379218,5.0,5.009776638341544
3,101602,CHEMBL259084,5.0,5.1066258255135395
4,103095,CHEMBL525191,5.0,5.64143310714286
4,103095,CHEMBL554,5.0,5.012814710227272
4,103095,CHEMBL1241674,5.0,5.014485008273532
4,103095,CHEMBL1908395,5.0,5.296211728813562
4,103095,CHEMBL941,5.0,5.025685135247068
4,103095,CHEMBL379218,5.0,5.016177563837388
4,103095,CHEMBL259084,5.398,5.035564145358073
4,30048,CHEMBL230011,5.0,5.897698666666667
4,30048,CHEMBL494089,7.523,5.225378875000003
4,30048,CHEMBL574738,6.276,5.006593696862683
4,30048,CHEMBL1240703,5.699,5.01223319047619
4,30048,CHEMBL1908394,5.301,5.379082866071436
4,30048,CHEMBL14762,5.0,5.056982618349109
4,30048,CHEMBL162,5.0,5.018681907129217
4,30048,CHEMBL180022,5.0,6.164103833333328
4,101465,CHEMBL1241674,5.0,5.049564423857948
4,101465,CHEMBL1908395,5.0,5.266719001540834
4,101465,CHEMBL10,5.0,5.11234119934303
4,101465,CHEMBL288441,5.0,5.068025357142857
4,101465,CHEMBL119385,5.0,5.167447047264985
4,101465,CHEMBL215152,5.0,5.721287879870129
4,101465,CHEMBL509032,5.0,5.049818507930025
4,101465,CHEMBL573339,5.0,5.259890725108224
4,101602,CHEMBL513909,5.481,5.000073845783134
4,101602,CHEMBL576982,5.0,5.031411852879264
4,101602,CHEMBL101253,5.0,5.010227942432036
4,101602,CHEMBL1230020,5.0,5.02731993890056
4,101602,CHEMBL1908392,5.0,5.020400145126162
4,101602,CHEMBL535,5.0,5.839830843317973
4,101602,CHEMBL386051,5.0,5.0067324721567585
4,101602,CHEMBL261849,5.523,5.007786574967405
5,103095,CHEMBL445813,5.959,5.308441218883416
5,103095,CHEMBL24828,5.0,5.000066804597702
5,103095,CHEMBL1287853,6.432,5.0182978965689085
5,103095,CHEMBL1908396,5.0,5.582473285714287
5,103095,CHEMBL91829,5.0,5.0248935249924385
5,103095,CHEMBL386051,5.0,5.004082250342578
5,103095,CHEMBL261849,5.0,5.1661910267857145
5,30048,CHEMBL249697,5.0,5.047194087419387
5,30048,CHEMBL521851,5.0,5.01460447706147
5,30048,CHEMBL558752,5.0,5.011883002285114
5,30048,CHEMBL1241674,5.0,5.028203871978447
5,30048,CHEMBL1908395,5.658,5.051854748206725
5,30048,CHEMBL428690,5.0,5.025715502992776
5,30048,CHEMBL939,5.0,5.002270804597702
5,30048,CHEMBL191003,5.0,5.041642874316306
5,101465,CHEMBL1287853,6.071,5.014527896568908
5,101465,CHEMBL1908396,5.0,5.590490785714287
5,101465,CHEMBL440084,5.0,5.066241613445379
5,101465,CHEMBL296468,5.0,5.0355727888035275
5,101465,CHEMBL124660,5.0,5.02689
5,101465,CHEMBL221959,5.0,5.3876894117647
5,101465,CHEMBL491473,5.0,5.554916523809525
5,101465,CHEMBL576982,5.0,5.020078142857145
5,101602,CHEMBL522892,5.0,5.083965396825395
5,101602,CHEMBL608154,5.0,6.256861120448185
5,101602,CHEMBL103667,5.0,5.002696504761906
5,101602,CHEMBL1236107,5.0,5.023045326680953
5,101602,CHEMBL1908393,5.0,5.028270090311986
5,101602,CHEMBL14762,5.0,5.017725628862407
5,101602,CHEMBL384304,5.0,5.0030700644423565
5,101602,CHEMBL572878,5.0,5.792084857142855
6,103095,CHEMBL572881,5.0,5.000110378626922
6,103095,CHEMBL31965,5.0,5.02962
6,103095,CHEMBL1289926,5.0,5.387727749999998
6,103095,CHEMBL1908397,5.678,5.016118398532259
6,103095,CHEMBL101253,5.0,5.009267939393939
6,103095,CHEMBL384304,5.0,5.004971777150951
6,103095,CHEMBL572878,6.201,5.4610585
6,30048,CHEMBL255863,5.0,5.013784573863636
6,30048,CHEMBL477772,5.0,5.019546246334311
6,30048,CHEMBL573339,5.77,5.013789799999999
6,30048,CHEMBL1287853,5.0,5.745213682539685
6,30048,CHEMBL1908396,6.357,5.048515888771187
6,30048,CHEMBL553,5.094,5.4742574267399275
6,30048,CHEMBL941,5.081,5.012768437500001
6,30048,CHEMBL377300,5.0,5.025167098998459
6,101465,CHEMBL1289926,5.0,5.406012999999998
6,101465,CHEMBL1908397,6.658,5.026402398532259
6,101465,CHEMBL535,7.334,5.230323667616935
6,101465,CHEMBL300138,5.77,5.002668115821678
6,101465,CHEMBL1336,5.0,5.002049588839263
6,101465,CHEMBL223360,5.0,5.023486626271185
6,101465,CHEMBL475251,5.0,5.094023919779284
6,101465,CHEMBL608154,5.0,6.164024491626791
6,101602,CHEMBL464552,5.0,5.013959485362096
6,101602,CHEMBL601719,5.0,5.0227624767885555
6,101602,CHEMBL105442,5.0,5.501461002415457
6,101602,CHEMBL1240703,5.0,5.214559612916069
6,101602,CHEMBL1908394,5.0,5.455880355590065
6,101602,CHEMBL428690,5.0,5.000044940385124
6,101602,CHEMBL1421,5.824,5.000029679696747
6,101602,CHEMBL450786,5.0,5.0081663306982875
7,103095,CHEMBL574738,5.0,5.386592535714282
7,103095,CHEMBL576982,5.0,5.046444550264554
7,103095,CHEMBL1614701,5.0,5.027040817150062
7,103095,CHEMBL2309006,5.0,5.040177344882397
7,103095,CHEMBL103667,5.0,5.030809996701991
7,103095,CHEMBL1421,5.0,5.276491202380953
7,103095,CHEMBL450786,5.0,5.081015801418441
7,30048,CHEMBL259084,5.0,5.1138137857142905
7,30048,CHEMBL513909,5.0,5.119485526455026
7,30048,CHEMBL576982,5.0,5.090522407407408
7,30048,CHEMBL1289926,5.959,5.031143613945579
7,30048,CHEMBL1908397,5.0,5.730154380952381
7,30048,CHEMBL554,5.0,5.099676666666667
7,30048,CHEMBL91829,5.0,5.022665247150997
7,30048,CHEMBL379218,5.0,5.029407344882397
7,101465,CHEMBL1614701,5.0,5.056173701765447
7,101465,CHEMBL2309006,5.027,5.031299844882398
7,101465,CHEMBL14762,5.0,5.013732267959321
7,101465,CHEMBL162,5.0,5.071323521352985
7,101465,CHEMBL180022,7.77,5.294754718085102
7,101465,CHEMBL230011,5.699,5.67433
7,101465,CHEMBL494089,5.824,5.722821637362639
7,101465,CHEMBL601719,5.0,5.033179618434756
7,101602,CHEMBL483321,5.0,5.472842793206786
7,101602,CHEMBL607707,5.0,5.772679666666668
7,101602,CHEMBL119385,5.0,5.106630227272729
7,101602,CHEMBL1241674,5.0,5.008351812967504
7,101602,CHEMBL1908395,5.0,5.212658416666667
7,101602,CHEMBL553,5.0,5.4791362535562484
7,101602,CHEMBL215152,5.0,5.734266619047612
7,101602,CHEMBL509032,5.0,5.023628587991936
8,103095,CHEMBL558752,5.0,5.024081641243235
8,103095,CHEMBL608154,5.0,5.011130818050301
8,103095,CHEMBL1721885,5.745,5.073831633777237
8,103095,CHEMBL2309609,5.339,5.007807547580788
8,103095,CHEMBL105442,5.0,5.516737851405622
8,103095,CHEMBL215152,7.377,5.016090824337071
8,103095,CHEMBL509032,5.0,5.012008078582435
8,30048,CHEMBL261849,5.0,5.162745644573821
8,30048,CHEMBL522892,5.0,5.098218638479404
8,30048,CHEMBL608154,9.0,5.052334151383634
8,30048,CHEMBL1614701,5.0,5.038702947136744
8,30048,CHEMBL2309006,5.0,5.009776811491074
8,30048,CHEMBL278041,5.0,5.593913917317974
8,30048,CHEMBL101253,5.0,5.000289494334549
8,30048,CHEMBL386051,5.0,5.0218147758364005
8,101465,CHEMBL1721885,6.18,5.2873340028248546
8,101465,CHEMBL2309609,5.77,5.026610667847776
8,101465,CHEMBL428690,5.0,5.029733462146596
8,101465,CHEMBL939,5.0,5.014016651703026
8,101465,CHEMBL191003,5.0,5.02172170517643
8,101465,CHEMBL249697,5.0,5.057603833238288
8,101465,CHEMBL521851,5.0,5.070444647051105
8,101465,CHEMBL607707,5.398,5.675596340909093
8,101602,CHEMBL525191,6.854,5.090900058441557
8,101602,CHEMBL296468,5.0,5.024067086573204
8,101602,CHEMBL124660,5.0,5.014841724137931
8,101602,CHEMBL1287853,5.0,5.7197407277444805
8,101602,CHEMBL1908396,5.0,5.404410438182166
8,101602,CHEMBL554,5.0,5.017984569781283
8,101602,CHEMBL221959,5.0,5.357678077807247
8,101602,CHEMBL491473,5.0,5.574844690476197
9,103095,CHEMBL573339,5.0,5.272577604166662
9,103095,CHEMBL601719,5.0,5.02054355455262
9,103095,CHEMBL1789941,5.0,5.439703813577459
9,103095,CHEMBL288441,5.0,5.020287286642576
9,103095,CHEMBL119385,5.0,5.107769992563914
9,103095,CHEMBL221959,6.155,5.013849146125184
9,103095,CHEMBL491473,5.585,5.426116906403939
9,30048,CHEMBL572878,6.377,5.447381511788049
9,30048,CHEMBL464552,5.0,5.019738162266379
9,30048,CHEMBL601719,5.0,5.021080221219287
9,30048,CHEMBL1721885,5.0,5.650414857142855
